seller_id;quantity;date
471;16;2021-06-26
389;35;2021-06-14
296;25;2021-06-07
96;25;2021-06-08
44;15;2021-06-08
144;23;2021-06-23
280;16;2021-06-07
483;22;2021-06-03
200;9;2021-06-21
199;32;2021-06-17
290;12;2021-06-20
240;14;2021-06-28
383;9;2021-06-10
141;39;2021-06-23
267;17;2021-06-18
327;30;2021-06-02
71;24;2021-06-26
117;14;2021-06-22
249;22;2021-06-19
243;5;2021-06-27
338;47;2021-06-24
438;19;2021-06-04
388;33;2021-06-01
465;20;2021-06-21
420;24;2021-06-04
499;14;2021-06-27
304;16;2021-06-03
328;8;2021-06-09
207;16;2021-06-01
181;14;2021-06-03
375;11;2021-06-25
118;18;2021-06-15
19;18;2021-06-04
48;15;2021-06-22
60;18;2021-06-16
418;10;2021-06-20
256;8;2021-06-18
294;15;2021-06-18
313;3;2021-06-02
156;41;2021-06-23
49;19;2021-06-18
377;17;2021-06-22
229;11;2021-06-10
421;15;2021-06-15
427;23;2021-06-13
148;4;2021-06-27
176;13;2021-06-16
83;23;2021-06-22
106;4;2021-06-04
385;30;2021-06-11
332;11;2021-06-16
242;6;2021-06-02
14;59;2021-06-15
58;5;2021-06-11
304;10;2021-06-05
471;29;2021-06-02
269;5;2021-06-10
444;11;2021-06-03
297;13;2021-06-26
362;13;2021-06-27
23;17;2021-06-06
12;24;2021-06-10
189;29;2021-06-06
222;12;2021-06-26
301;14;2021-06-08
157;21;2021-06-21
138;18;2021-06-05
118;9;2021-06-10
88;26;2021-06-07
109;11;2021-06-06
113;14;2021-06-07
29;11;2021-06-16
155;7;2021-06-22
201;20;2021-06-15
180;55;2021-06-13
290;12;2021-06-01
351;9;2021-06-07
114;17;2021-06-04
304;32;2021-06-23
390;13;2021-06-10
324;54;2021-06-24
65;10;2021-06-09
228;22;2021-06-26
21;16;2021-06-19
287;37;2021-06-24
46;9;2021-06-07
444;12;2021-06-01
66;8;2021-06-03
59;9;2021-06-08
214;13;2021-06-07
180;35;2021-06-04
199;17;2021-06-11
92;6;2021-06-25
383;6;2021-06-20
22;14;2021-06-20
356;15;2021-06-16
342;39;2021-06-24
60;103;2021-06-14
6;14;2021-06-09
71;103;2021-06-24
192;32;2021-06-12
12;8;2021-06-19
181;6;2021-06-18
292;13;2021-06-08
343;13;2021-06-18
220;22;2021-06-14
331;23;2021-06-11
443;25;2021-06-24
271;19;2021-06-08
400;25;2021-06-23
317;17;2021-06-06
401;23;2021-06-23
2;93;2021-06-13
172;13;2021-06-23
385;21;2021-06-07
423;42;2021-06-19
159;11;2021-06-15
189;9;2021-06-05
425;7;2021-06-20
78;22;2021-06-07
12;18;2021-06-09
382;54;2021-06-14
350;15;2021-06-25
91;15;2021-06-01
20;16;2021-06-07
145;29;2021-06-20
266;25;2021-06-24
301;23;2021-06-07
51;34;2021-06-26
461;15;2021-06-01
28;116;2021-06-24
185;18;2021-06-16
318;23;2021-06-25
166;20;2021-06-09
147;17;2021-06-03
299;25;2021-06-06
9;16;2021-06-28
95;34;2021-06-26
386;15;2021-06-27
151;66;2021-06-14
128;13;2021-06-21
263;12;2021-06-19
11;24;2021-06-07
271;22;2021-06-13
465;22;2021-06-24
34;21;2021-06-21
410;21;2021-06-08
224;24;2021-06-21
282;12;2021-06-10
384;10;2021-06-04
260;23;2021-06-08
28;110;2021-06-14
483;6;2021-06-22
284;14;2021-06-04
221;24;2021-06-22
276;5;2021-06-18
34;19;2021-06-25
12;81;2021-06-13
206;19;2021-06-06
306;19;2021-06-06
190;22;2021-06-11
58;110;2021-06-24
328;17;2021-06-23
368;10;2021-06-04
366;38;2021-06-15
194;21;2021-06-12
449;25;2021-06-11
93;18;2021-06-03
268;19;2021-06-07
284;19;2021-06-21
381;22;2021-06-03
317;29;2021-06-18
343;15;2021-06-01
342;9;2021-06-28
281;10;2021-06-22
209;26;2021-06-20
89;39;2021-06-14
261;13;2021-06-05
331;18;2021-06-25
225;9;2021-06-09
363;13;2021-06-21
450;9;2021-06-12
334;4;2021-06-11
54;2;2021-06-04
353;12;2021-06-17
293;10;2021-06-21
72;8;2021-06-12
184;17;2021-06-23
88;25;2021-06-16
33;25;2021-06-26
127;16;2021-06-04
189;12;2021-06-22
91;12;2021-06-07
220;16;2021-06-13
79;16;2021-06-18
415;11;2021-06-15
98;84;2021-06-13
246;37;2021-06-13
486;9;2021-06-03
306;26;2021-06-11
65;26;2021-06-27
410;29;2021-06-24
448;11;2021-06-01
87;16;2021-06-03
436;12;2021-06-12
417;9;2021-06-07
461;12;2021-06-18
69;13;2021-06-27
219;32;2021-06-20
275;14;2021-06-23
101;28;2021-06-15
164;17;2021-06-22
388;25;2021-06-14
196;18;2021-06-07
17;23;2021-06-10
20;19;2021-06-28
81;12;2021-06-18
3;230;2021-06-24
92;13;2021-06-18
321;3;2021-06-27
105;6;2021-06-06
179;24;2021-06-23
21;26;2021-06-06
488;4;2021-06-21
54;10;2021-06-06
342;14;2021-06-16
252;10;2021-06-18
0;44;2021-06-21
378;8;2021-06-05
10;11;2021-06-22
392;21;2021-06-09
357;21;2021-06-20
380;32;2021-06-24
37;49;2021-06-15
321;28;2021-06-12
248;21;2021-06-26
431;15;2021-06-07
109;15;2021-06-14
120;14;2021-06-25
406;6;2021-06-04
169;11;2021-06-17
484;30;2021-06-10
332;15;2021-06-01
465;16;2021-06-01
228;44;2021-06-23
185;25;2021-06-24
336;23;2021-06-27
108;22;2021-06-03
66;24;2021-06-21
54;60;2021-06-14
305;21;2021-06-23
267;23;2021-06-04
91;16;2021-06-26
99;18;2021-06-03
445;34;2021-06-02
295;8;2021-06-27
228;17;2021-06-08
149;9;2021-06-04
228;11;2021-06-11
111;84;2021-06-13
199;13;2021-06-16
74;62;2021-06-13
169;19;2021-06-21
100;8;2021-06-05
54;9;2021-06-20
94;9;2021-06-16
186;11;2021-06-11
195;9;2021-06-26
392;35;2021-06-24
283;15;2021-06-22
478;31;2021-06-23
383;18;2021-06-26
359;7;2021-06-05
195;11;2021-06-15
293;12;2021-06-18
198;12;2021-06-10
410;9;2021-06-02
0;22;2021-06-22
400;11;2021-06-28
164;25;2021-06-08
327;17;2021-06-25
328;5;2021-06-04
486;19;2021-06-04
162;9;2021-06-27
236;13;2021-06-08
5;17;2021-06-10
229;10;2021-06-05
37;10;2021-06-06
76;11;2021-06-10
379;42;2021-06-14
467;10;2021-06-06
239;55;2021-06-24
354;22;2021-06-15
303;10;2021-06-16
49;15;2021-06-12
250;8;2021-06-05
247;21;2021-06-13
23;14;2021-06-21
366;8;2021-06-05
325;8;2021-06-13
439;11;2021-06-09
54;5;2021-06-05
153;13;2021-06-26
150;61;2021-06-23
42;23;2021-06-07
342;10;2021-06-01
96;10;2021-06-02
272;4;2021-06-20
397;11;2021-06-28
451;35;2021-06-14
55;13;2021-06-16
327;24;2021-06-06
16;14;2021-06-15
55;8;2021-06-09
141;12;2021-06-06
145;17;2021-06-10
296;40;2021-06-09
165;19;2021-06-17
353;2;2021-06-03
57;22;2021-06-17
396;15;2021-06-28
423;34;2021-06-09
105;16;2021-06-22
357;16;2021-06-15
35;18;2021-06-07
234;14;2021-06-02
27;22;2021-06-21
3;12;2021-06-18
54;23;2021-06-12
331;17;2021-06-17
138;15;2021-06-11
104;19;2021-06-22
153;16;2021-06-10
462;10;2021-06-21
112;22;2021-06-05
20;11;2021-06-16
219;45;2021-06-14
397;13;2021-06-04
21;14;2021-06-08
93;17;2021-06-19
207;17;2021-06-12
241;26;2021-06-11
452;9;2021-06-08
23;8;2021-06-19
287;17;2021-06-11
338;13;2021-06-07
136;24;2021-06-18
370;20;2021-06-07
48;9;2021-06-04
271;3;2021-06-05
177;23;2021-06-20
290;23;2021-06-19
153;19;2021-06-16
107;14;2021-06-16
57;28;2021-06-27
362;14;2021-06-18
305;66;2021-06-14
158;4;2021-06-19
198;13;2021-06-15
456;6;2021-06-17
412;14;2021-06-21
248;27;2021-06-12
480;19;2021-06-01
106;16;2021-06-27
477;25;2021-06-13
237;16;2021-06-27
149;9;2021-06-17
85;92;2021-06-13
314;23;2021-06-25
2;25;2021-06-19
47;11;2021-06-17
473;18;2021-06-01
218;22;2021-06-02
241;23;2021-06-22
342;24;2021-06-03
448;36;2021-06-23
428;12;2021-06-26
25;11;2021-06-15
366;13;2021-06-04
140;17;2021-06-22
410;16;2021-06-19
438;13;2021-06-21
88;20;2021-06-04
105;22;2021-06-15
93;19;2021-06-06
263;15;2021-06-10
400;12;2021-06-12
346;40;2021-06-14
18;123;2021-06-14
401;13;2021-06-13
65;82;2021-06-24
357;5;2021-06-16
425;15;2021-06-05
403;40;2021-06-25
232;12;2021-06-22
482;17;2021-06-18
192;17;2021-06-19
171;11;2021-06-04
285;61;2021-06-13
406;13;2021-06-21
391;18;2021-06-16
225;52;2021-06-24
448;16;2021-06-04
141;9;2021-06-19
65;26;2021-06-06
480;21;2021-06-15
216;21;2021-06-27
370;7;2021-06-09
174;9;2021-06-04
439;15;2021-06-02
394;18;2021-06-20
461;9;2021-06-07
63;66;2021-06-23
255;31;2021-06-12
471;9;2021-06-10
469;6;2021-06-22
298;21;2021-06-23
149;22;2021-06-08
66;2;2021-06-05
259;8;2021-06-11
263;11;2021-06-04
72;27;2021-06-15
423;13;2021-06-20
186;6;2021-06-04
422;6;2021-06-28
356;16;2021-06-04
220;19;2021-06-20
86;15;2021-06-07
110;14;2021-06-02
393;18;2021-06-13
135;18;2021-06-17
487;26;2021-06-01
327;8;2021-06-03
67;5;2021-06-05
372;33;2021-06-24
446;12;2021-06-14
280;12;2021-06-25
141;44;2021-06-24
321;16;2021-06-07
465;17;2021-06-06
314;40;2021-06-23
335;33;2021-06-08
232;9;2021-06-26
23;92;2021-06-23
81;28;2021-06-17
11;19;2021-06-12
155;11;2021-06-25
56;28;2021-06-26
277;7;2021-06-28
439;18;2021-06-01
383;31;2021-06-02
421;11;2021-06-22
165;17;2021-06-20
33;21;2021-06-07
492;20;2021-06-10
62;12;2021-06-21
85;19;2021-06-21
482;12;2021-06-16
306;9;2021-06-26
410;14;2021-06-16
80;8;2021-06-22
148;20;2021-06-08
302;14;2021-06-17
77;18;2021-06-08
417;17;2021-06-22
493;25;2021-06-01
77;67;2021-06-24
153;27;2021-06-21
464;13;2021-06-18
14;38;2021-06-16
13;20;2021-06-02
164;26;2021-06-13
134;10;2021-06-05
465;11;2021-06-15
283;14;2021-06-03
151;9;2021-06-19
454;19;2021-06-25
411;15;2021-06-26
313;5;2021-06-20
370;7;2021-06-11
430;12;2021-06-25
107;41;2021-06-14
419;28;2021-06-15
105;12;2021-06-03
291;21;2021-06-11
469;16;2021-06-18
58;22;2021-06-17
245;52;2021-06-14
109;32;2021-06-05
25;17;2021-06-12
82;22;2021-06-27
340;13;2021-06-22
276;14;2021-06-21
36;53;2021-06-24
15;14;2021-06-05
24;19;2021-06-06
44;7;2021-06-21
123;25;2021-06-28
24;10;2021-06-22
47;13;2021-06-09
397;17;2021-06-19
59;22;2021-06-25
209;46;2021-06-23
114;19;2021-06-02
195;12;2021-06-07
277;9;2021-06-03
31;11;2021-06-08
74;52;2021-06-23
376;25;2021-06-14
169;26;2021-06-19
490;17;2021-06-10
392;7;2021-06-20
314;8;2021-06-03
393;7;2021-06-11
22;21;2021-06-14
16;7;2021-06-09
234;21;2021-06-11
354;16;2021-06-19
312;7;2021-06-25
216;18;2021-06-28
90;7;2021-06-11
141;19;2021-06-10
464;16;2021-06-19
376;19;2021-06-27
467;15;2021-06-26
458;33;2021-06-14
273;11;2021-06-23
93;24;2021-06-11
51;58;2021-06-24
14;16;2021-06-09
352;27;2021-06-28
274;17;2021-06-25
75;101;2021-06-13
366;10;2021-06-10
51;10;2021-06-07
206;24;2021-06-04
139;28;2021-06-19
242;14;2021-06-17
175;27;2021-06-14
194;39;2021-06-16
279;10;2021-06-07
493;19;2021-06-12
126;21;2021-06-18
171;15;2021-06-03
16;15;2021-06-04
231;12;2021-06-25
189;31;2021-06-08
404;13;2021-06-11
419;14;2021-06-25
489;14;2021-06-04
263;17;2021-06-15
106;19;2021-06-25
390;10;2021-06-21
65;12;2021-06-19
8;16;2021-06-04
67;18;2021-06-11
178;10;2021-06-28
78;16;2021-06-08
12;12;2021-06-03
143;15;2021-06-26
114;27;2021-06-22
189;11;2021-06-03
491;39;2021-06-24
306;29;2021-06-01
312;19;2021-06-16
121;19;2021-06-17
317;11;2021-06-07
238;27;2021-06-20
484;9;2021-06-08
46;94;2021-06-14
241;10;2021-06-07
199;26;2021-06-12
68;13;2021-06-05
206;10;2021-06-28
489;14;2021-06-24
450;32;2021-06-24
297;10;2021-06-23
367;11;2021-06-19
224;2;2021-06-26
75;29;2021-06-10
44;17;2021-06-16
273;7;2021-06-20
39;12;2021-06-06
145;24;2021-06-08
257;46;2021-06-23
401;18;2021-06-08
13;13;2021-06-07
475;6;2021-06-20
159;38;2021-06-14
243;12;2021-06-01
160;19;2021-06-15
141;74;2021-06-14
95;12;2021-06-17
160;16;2021-06-25
399;19;2021-06-15
252;48;2021-06-14
40;18;2021-06-17
458;6;2021-06-16
126;19;2021-06-06
176;12;2021-06-11
415;19;2021-06-12
332;18;2021-06-17
408;13;2021-06-12
425;21;2021-06-11
89;12;2021-06-05
117;21;2021-06-20
104;17;2021-06-17
90;19;2021-06-08
459;13;2021-06-15
196;37;2021-06-12
345;5;2021-06-02
117;16;2021-06-16
367;12;2021-06-07
68;14;2021-06-19
67;36;2021-06-12
202;17;2021-06-20
235;18;2021-06-08
255;14;2021-06-28
408;28;2021-06-14
123;36;2021-06-15
469;33;2021-06-06
236;14;2021-06-02
284;18;2021-06-02
322;27;2021-06-28
18;6;2021-06-22
98;11;2021-06-10
468;26;2021-06-16
244;23;2021-06-22
417;23;2021-06-14
236;10;2021-06-16
281;23;2021-06-16
301;7;2021-06-28
117;52;2021-06-23
226;14;2021-06-01
101;39;2021-06-13
54;20;2021-06-10
34;71;2021-06-14
259;22;2021-06-25
383;5;2021-06-06
251;17;2021-06-03
421;37;2021-06-24
76;20;2021-06-27
116;20;2021-06-25
41;8;2021-06-02
250;37;2021-06-24
332;19;2021-06-19
62;65;2021-06-23
262;61;2021-06-13
367;7;2021-06-20
200;30;2021-06-14
225;24;2021-06-06
142;20;2021-06-07
273;42;2021-06-14
231;8;2021-06-22
219;9;2021-06-10
55;17;2021-06-07
190;15;2021-06-16
249;10;2021-06-05
20;9;2021-06-03
189;15;2021-06-09
354;18;2021-06-01
1;24;2021-06-15
426;12;2021-06-11
427;13;2021-06-19
291;24;2021-06-04
338;14;2021-06-03
196;18;2021-06-03
128;7;2021-06-18
451;22;2021-06-23
442;15;2021-06-01
443;13;2021-06-08
172;10;2021-06-16
46;20;2021-06-26
342;14;2021-06-05
258;8;2021-06-07
261;18;2021-06-24
350;4;2021-06-03
421;8;2021-06-16
241;27;2021-06-13
267;22;2021-06-10
390;13;2021-06-06
425;8;2021-06-23
144;19;2021-06-18
259;8;2021-06-12
129;8;2021-06-13
55;127;2021-06-13
286;12;2021-06-26
420;21;2021-06-25
324;8;2021-06-04
317;21;2021-06-13
137;11;2021-06-21
363;6;2021-06-06
177;18;2021-06-15
383;11;2021-06-28
152;15;2021-06-28
226;16;2021-06-17
214;12;2021-06-12
283;20;2021-06-28
67;26;2021-06-01
349;49;2021-06-24
94;8;2021-06-27
179;5;2021-06-06
87;30;2021-06-01
87;15;2021-06-18
431;17;2021-06-16
91;13;2021-06-28
2;15;2021-06-09
427;15;2021-06-26
444;12;2021-06-05
77;26;2021-06-01
15;26;2021-06-25
2;34;2021-06-27
269;23;2021-06-01
30;13;2021-06-06
27;10;2021-06-11
444;16;2021-06-27
444;10;2021-06-04
117;23;2021-06-17
4;14;2021-06-08
75;12;2021-06-01
355;14;2021-06-20
480;19;2021-06-10
190;23;2021-06-26
37;29;2021-06-27
100;10;2021-06-16
246;15;2021-06-27
218;22;2021-06-26
266;11;2021-06-20
60;15;2021-06-01
410;12;2021-06-07
387;8;2021-06-03
62;15;2021-06-28
342;18;2021-06-09
294;8;2021-06-22
167;38;2021-06-17
210;20;2021-06-08
478;7;2021-06-01
76;11;2021-06-20
187;12;2021-06-07
149;17;2021-06-07
178;36;2021-06-10
37;24;2021-06-08
82;3;2021-06-16
354;28;2021-06-14
228;20;2021-06-28
324;12;2021-06-11
343;29;2021-06-23
109;76;2021-06-13
231;21;2021-06-05
299;7;2021-06-03
400;6;2021-06-15
354;5;2021-06-04
180;7;2021-06-20
456;8;2021-06-13
447;13;2021-06-01
88;26;2021-06-11
384;15;2021-06-21
464;32;2021-06-01
139;17;2021-06-27
180;20;2021-06-18
221;10;2021-06-27
455;15;2021-06-14
481;19;2021-06-18
441;48;2021-06-23
92;12;2021-06-06
262;6;2021-06-19
296;10;2021-06-21
404;11;2021-06-01
480;18;2021-06-19
301;18;2021-06-13
452;5;2021-06-02
212;15;2021-06-25
23;103;2021-06-13
135;21;2021-06-20
72;16;2021-06-09
119;13;2021-06-18
72;26;2021-06-26
396;10;2021-06-20
400;20;2021-06-25
177;15;2021-06-24
317;30;2021-06-02
367;12;2021-06-12
321;37;2021-06-24
463;10;2021-06-27
214;25;2021-06-22
328;29;2021-06-14
36;12;2021-06-06
100;19;2021-06-04
234;21;2021-06-17
178;24;2021-06-27
159;15;2021-06-02
431;14;2021-06-06
20;6;2021-06-12
334;20;2021-06-15
79;22;2021-06-07
234;11;2021-06-18
345;30;2021-06-08
279;22;2021-06-13
140;29;2021-06-14
317;18;2021-06-24
319;19;2021-06-24
267;19;2021-06-15
93;15;2021-06-21
281;30;2021-06-26
118;12;2021-06-20
316;11;2021-06-22
413;14;2021-06-11
124;20;2021-06-27
345;9;2021-06-27
138;12;2021-06-25
385;11;2021-06-19
196;7;2021-06-18
163;14;2021-06-21
155;81;2021-06-13
141;12;2021-06-27
350;12;2021-06-15
456;27;2021-06-09
480;19;2021-06-14
453;9;2021-06-23
378;42;2021-06-24
218;16;2021-06-20
165;7;2021-06-22
67;19;2021-06-09
478;5;2021-06-11
151;7;2021-06-03
308;31;2021-06-21
310;6;2021-06-04
115;40;2021-06-16
260;23;2021-06-11
188;39;2021-06-14
390;7;2021-06-20
318;36;2021-06-24
245;12;2021-06-01
287;6;2021-06-08
172;9;2021-06-09
275;16;2021-06-26
362;13;2021-06-09
307;12;2021-06-02
57;45;2021-06-25
360;24;2021-06-19
189;9;2021-06-04
215;29;2021-06-23
284;22;2021-06-03
81;7;2021-06-28
313;35;2021-06-15
274;30;2021-06-12
64;25;2021-06-20
320;12;2021-06-19
43;11;2021-06-18
64;25;2021-06-18
308;13;2021-06-07
281;58;2021-06-14
234;16;2021-06-19
184;29;2021-06-10
63;18;2021-06-03
387;18;2021-06-21
473;10;2021-06-22
201;12;2021-06-16
163;21;2021-06-09
142;66;2021-06-14
325;13;2021-06-22
50;8;2021-06-16
13;18;2021-06-20
74;16;2021-06-22
454;25;2021-06-20
115;6;2021-06-08
338;8;2021-06-14
169;14;2021-06-06
235;14;2021-06-27
118;10;2021-06-27
260;14;2021-06-02
29;16;2021-06-09
312;26;2021-06-12
463;24;2021-06-05
83;52;2021-06-14
266;8;2021-06-15
89;19;2021-06-23
103;21;2021-06-20
386;9;2021-06-17
331;24;2021-06-20
396;18;2021-06-03
315;9;2021-06-27
340;28;2021-06-15
386;41;2021-06-24
269;50;2021-06-14
90;8;2021-06-18
297;13;2021-06-14
312;16;2021-06-11
280;4;2021-06-20
103;21;2021-06-28
229;17;2021-06-28
64;13;2021-06-26
234;62;2021-06-14
445;15;2021-06-21
276;17;2021-06-15
378;23;2021-06-14
14;14;2021-06-02
452;24;2021-06-22
337;17;2021-06-26
483;20;2021-06-26
42;16;2021-06-27
303;40;2021-06-24
231;10;2021-06-27
228;41;2021-06-24
318;22;2021-06-20
25;13;2021-06-16
244;61;2021-06-13
73;16;2021-06-22
178;23;2021-06-12
424;9;2021-06-09
156;10;2021-06-17
492;17;2021-06-21
19;20;2021-06-26
265;28;2021-06-01
412;32;2021-06-23
187;25;2021-06-21
187;21;2021-06-09
53;35;2021-06-23
386;40;2021-06-23
105;11;2021-06-25
274;35;2021-06-14
316;17;2021-06-25
284;5;2021-06-17
111;13;2021-06-15
171;17;2021-06-01
87;16;2021-06-05
41;15;2021-06-10
309;22;2021-06-19
290;24;2021-06-02
191;20;2021-06-23
131;8;2021-06-01
399;20;2021-06-11
459;16;2021-06-07
299;17;2021-06-18
142;24;2021-06-18
412;21;2021-06-08
351;24;2021-06-22
189;25;2021-06-19
405;11;2021-06-05
487;11;2021-06-25
101;42;2021-06-23
380;16;2021-06-10
475;21;2021-06-24
52;8;2021-06-25
224;20;2021-06-16
6;16;2021-06-20
262;43;2021-06-24
159;88;2021-06-24
0;24;2021-06-28
412;35;2021-06-10
399;24;2021-06-04
109;12;2021-06-24
312;16;2021-06-27
19;15;2021-06-19
326;20;2021-06-12
340;8;2021-06-17
295;12;2021-06-20
246;16;2021-06-21
258;9;2021-06-03
450;16;2021-06-16
221;11;2021-06-21
344;19;2021-06-25
408;13;2021-06-20
89;16;2021-06-09
39;12;2021-06-08
218;15;2021-06-16
214;27;2021-06-13
424;35;2021-06-24
373;13;2021-06-25
106;18;2021-06-08
113;13;2021-06-02
153;25;2021-06-14
208;9;2021-06-18
48;119;2021-06-13
34;12;2021-06-16
60;12;2021-06-22
372;16;2021-06-22
144;9;2021-06-12
429;10;2021-06-06
317;26;2021-06-28
429;46;2021-06-23
469;28;2021-06-17
387;28;2021-06-15
210;9;2021-06-07
97;12;2021-06-11
359;7;2021-06-22
287;51;2021-06-14
159;11;2021-06-25
133;11;2021-06-20
430;20;2021-06-07
449;11;2021-06-17
361;20;2021-06-28
298;33;2021-06-16
434;22;2021-06-15
219;11;2021-06-19
5;19;2021-06-15
281;19;2021-06-05
326;4;2021-06-07
434;14;2021-06-22
376;35;2021-06-25
130;51;2021-06-14
398;9;2021-06-10
100;17;2021-06-02
299;6;2021-06-25
365;12;2021-06-07
387;6;2021-06-16
196;11;2021-06-11
96;59;2021-06-14
85;9;2021-06-27
319;10;2021-06-21
315;13;2021-06-07
239;23;2021-06-25
121;18;2021-06-09
30;11;2021-06-10
111;4;2021-06-28
357;26;2021-06-12
94;10;2021-06-21
250;11;2021-06-06
276;15;2021-06-19
335;13;2021-06-07
170;48;2021-06-24
338;17;2021-06-20
31;17;2021-06-10
342;12;2021-06-21
423;39;2021-06-04
474;15;2021-06-09
29;8;2021-06-15
230;10;2021-06-07
27;24;2021-06-15
178;68;2021-06-24
128;93;2021-06-14
378;16;2021-06-06
465;14;2021-06-28
335;10;2021-06-19
338;25;2021-06-18
97;16;2021-06-02
427;31;2021-06-14
84;17;2021-06-28
408;18;2021-06-21
358;12;2021-06-22
442;18;2021-06-20
390;17;2021-06-26
357;13;2021-06-03
113;15;2021-06-27
366;17;2021-06-24
227;23;2021-06-23
232;8;2021-06-01
146;29;2021-06-23
34;8;2021-06-04
94;25;2021-06-04
153;18;2021-06-12
144;15;2021-06-17
33;19;2021-06-25
116;24;2021-06-01
343;12;2021-06-21
491;10;2021-06-26
347;24;2021-06-15
92;14;2021-06-05
263;14;2021-06-25
132;9;2021-06-27
319;10;2021-06-15
224;9;2021-06-22
98;27;2021-06-06
148;12;2021-06-21
278;13;2021-06-08
325;12;2021-06-19
456;12;2021-06-16
293;46;2021-06-14
179;4;2021-06-12
239;19;2021-06-15
116;21;2021-06-15
240;16;2021-06-13
239;11;2021-06-04
413;34;2021-06-24
420;32;2021-06-24
131;11;2021-06-07
47;42;2021-06-14
27;17;2021-06-20
61;20;2021-06-26
350;18;2021-06-28
184;14;2021-06-12
367;16;2021-06-03
171;66;2021-06-13
271;8;2021-06-19
304;3;2021-06-06
365;13;2021-06-12
386;19;2021-06-16
171;20;2021-06-08
246;26;2021-06-28
457;22;2021-06-15
22;8;2021-06-09
311;18;2021-06-13
208;19;2021-06-25
409;16;2021-06-25
226;15;2021-06-07
160;5;2021-06-12
395;20;2021-06-26
456;7;2021-06-07
21;11;2021-06-25
248;15;2021-06-09
256;21;2021-06-16
187;18;2021-06-26
86;31;2021-06-01
418;18;2021-06-08
302;13;2021-06-05
210;6;2021-06-05
391;24;2021-06-13
63;14;2021-06-27
96;9;2021-06-19
263;21;2021-06-20
242;57;2021-06-24
421;11;2021-06-13
190;7;2021-06-15
199;10;2021-06-22
284;47;2021-06-23
225;8;2021-06-05
397;8;2021-06-17
187;26;2021-06-24
280;12;2021-06-02
113;20;2021-06-28
490;14;2021-06-22
7;29;2021-06-08
372;12;2021-06-15
13;10;2021-06-11
121;18;2021-06-20
437;18;2021-06-17
440;13;2021-06-01
349;10;2021-06-21
424;11;2021-06-04
498;19;2021-06-27
12;22;2021-06-18
222;26;2021-06-05
336;9;2021-06-11
254;12;2021-06-18
322;44;2021-06-14
175;22;2021-06-15
161;8;2021-06-17
25;24;2021-06-05
195;22;2021-06-13
167;15;2021-06-25
181;21;2021-06-26
187;59;2021-06-13
40;10;2021-06-07
287;13;2021-06-21
205;9;2021-06-16
421;12;2021-06-21
266;22;2021-06-17
100;20;2021-06-25
235;14;2021-06-03
105;27;2021-06-16
53;14;2021-06-25
116;10;2021-06-10
395;18;2021-06-16
291;17;2021-06-02
300;9;2021-06-08
290;16;2021-06-28
35;8;2021-06-26
120;31;2021-06-09
387;23;2021-06-02
471;10;2021-06-19
221;38;2021-06-23
348;10;2021-06-08
451;18;2021-06-12
65;7;2021-06-22
42;18;2021-06-05
182;8;2021-06-19
352;12;2021-06-10
211;27;2021-06-28
402;24;2021-06-09
431;8;2021-06-28
436;23;2021-06-25
52;7;2021-06-10
38;17;2021-06-20
266;13;2021-06-27
467;17;2021-06-03
302;20;2021-06-21
127;61;2021-06-23
113;6;2021-06-18
70;22;2021-06-20
308;30;2021-06-24
95;15;2021-06-20
186;20;2021-06-17
226;17;2021-06-23
111;44;2021-06-24
328;16;2021-06-15
305;20;2021-06-11
486;15;2021-06-19
394;22;2021-06-26
292;54;2021-06-24
37;19;2021-06-03
269;7;2021-06-02
132;20;2021-06-21
333;35;2021-06-24
212;64;2021-06-14
172;27;2021-06-15
228;8;2021-06-07
338;18;2021-06-22
420;18;2021-06-06
306;21;2021-06-20
280;16;2021-06-27
183;17;2021-06-20
126;8;2021-06-05
155;3;2021-06-08
402;17;2021-06-15
412;20;2021-06-27
415;11;2021-06-07
268;21;2021-06-18
71;22;2021-06-15
177;8;2021-06-27
185;13;2021-06-12
455;37;2021-06-24
178;15;2021-06-16
441;12;2021-06-20
67;11;2021-06-16
484;23;2021-06-27
243;37;2021-06-14
240;52;2021-06-24
190;43;2021-06-14
97;13;2021-06-03
139;6;2021-06-05
286;14;2021-06-16
125;25;2021-06-19
157;29;2021-06-02
145;12;2021-06-09
189;17;2021-06-12
437;18;2021-06-10
40;126;2021-06-24
480;37;2021-06-24
17;18;2021-06-04
96;7;2021-06-27
319;26;2021-06-04
227;54;2021-06-13
461;12;2021-06-26
462;21;2021-06-12
73;17;2021-06-15
452;15;2021-06-18
419;23;2021-06-12
43;41;2021-06-23
297;17;2021-06-03
463;15;2021-06-15
158;14;2021-06-25
258;13;2021-06-02
140;16;2021-06-08
189;11;2021-06-16
281;36;2021-06-23
305;20;2021-06-02
170;23;2021-06-15
428;20;2021-06-15
255;23;2021-06-22
156;29;2021-06-24
473;34;2021-06-24
21;31;2021-06-15
366;16;2021-06-03
262;34;2021-06-23
423;13;2021-06-22
271;11;2021-06-12
290;16;2021-06-12
359;27;2021-06-02
304;24;2021-06-10
116;22;2021-06-06
331;29;2021-06-26
316;22;2021-06-12
96;11;2021-06-03
321;17;2021-06-19
404;19;2021-06-28
172;17;2021-06-06
187;16;2021-06-20
373;20;2021-06-28
153;14;2021-06-18
64;20;2021-06-25
445;7;2021-06-19
